class	saltbridge_distance
Glycerophopspholipid	5.1
Glycerophopspholipid	5.39
Glycerophopspholipid	3.17
Glycerophopspholipid	5.23
Glycerophopspholipid	5.29
Glycerophopspholipid	5.09
Glycerophopspholipid	2.77
Glycerophopspholipid	5.43
Glycerophopspholipid	5.2
Glycerophopspholipid	3.18
Glycerophopspholipid	5.26
Glycerophopspholipid	5.09
Glycerophopspholipid	2.78
Glycerophopspholipid	5.41
Glycerophopspholipid	5.22
Glycerophopspholipid	3.18
Glycerophopspholipid	5.4
Glycerophopspholipid	5.4
Glycerophopspholipid	5.4
Glycerophopspholipid	5.4
Glycerophopspholipid	3.34
Glycerophopspholipid	5.47
Glycerophopspholipid	4.29
Glycerophopspholipid	3.73
Glycerophopspholipid	5.21
Glycerophopspholipid	5.12
Glycerophopspholipid	5.12
Glycerophopspholipid	4.5
Glycerophopspholipid	5.02
Glycerophopspholipid	4.76
Glycerophopspholipid	4.93
Glycerophopspholipid	4.29
Glycerophopspholipid	4.71
Glycerophopspholipid	3.23
Glycerophopspholipid	4.37
Glycerophopspholipid	3.77
Glycerophopspholipid	5.26
Glycerophopspholipid	4.54
Glycerophopspholipid	4.19
Glycerophopspholipid	4.86
Glycerophopspholipid	3.53
Glycerophopspholipid	3.49
Glycerophopspholipid	4.5
Glycerophopspholipid	3.43
Glycerophopspholipid	4.84
Glycerophopspholipid	3.4
Glycerophopspholipid	4.52
Glycerophopspholipid	3.76
Glycerophopspholipid	5.01
Glycerophopspholipid	4.82
Glycerophopspholipid	4.16
Glycerophopspholipid	5.3
Glycerophopspholipid	3.14
Glycerophopspholipid	4.23
Glycerophopspholipid	3.66
Glycerophopspholipid	4.8
Glycerophopspholipid	4.63
Glycerophopspholipid	4.18
Glycerophopspholipid	5.11
Glycerophopspholipid	4.47
Glycerophopspholipid	4.72
Glycerophopspholipid	4.06
Glycerophopspholipid	4.64
Glycerophopspholipid	4.97
Glycerophopspholipid	4.43
Glycerophopspholipid	4.38
Glycerophopspholipid	4.65
Glycerophopspholipid	5.1
Glycerophopspholipid	4.06
Glycerophopspholipid	4.26
Glycerophopspholipid	4.59
Glycerophopspholipid	4.57
Glycerophopspholipid	5.28
Glycerophopspholipid	5.17
Glycerophopspholipid	4.29
Glycerophopspholipid	4.82
Glycerophopspholipid	5.19
Glycerophopspholipid	5.47
Glycerophopspholipid	4.02
Glycerophopspholipid	5.04
Glycerophopspholipid	4.19
Glycerophopspholipid	5.45
Glycerophopspholipid	4.64
Glycerophopspholipid	4.53
Glycerophopspholipid	4.49
Glycerophopspholipid	4.35
Glycerophopspholipid	5.03
Glycerophopspholipid	4.81
Glycerophopspholipid	4.49
Glycerophopspholipid	4.2
Glycerophopspholipid	4.73
Glycerophopspholipid	4.9
Glycerophopspholipid	4.5
Glycerophopspholipid	4.55
Glycerophopspholipid	4.81
Glycerophopspholipid	5.41
Glycerophopspholipid	4.56
Glycerophopspholipid	4.67
Glycerophopspholipid	4.36
Glycerophopspholipid	5.43
Glycerophopspholipid	4.53
Glycerophopspholipid	4.98
Glycerophopspholipid	5.36
Glycerophopspholipid	4.79
Glycerophopspholipid	4.61
Glycerophopspholipid	4.86
Glycerophopspholipid	4.87
Glycerophopspholipid	4.33
Glycerophopspholipid	4.18
Glycerophopspholipid	4.78
Glycerophopspholipid	4.48
Glycerophopspholipid	5.32
Glycerophopspholipid	4.59
Glycerophopspholipid	4.6
Glycerophopspholipid	5.11
Glycerophopspholipid	5.21
Glycerophopspholipid	4.14
Glycerophopspholipid	4.76
Glycerophopspholipid	4.32
Glycerophopspholipid	5.33
Glycerophopspholipid	4.54
Glycerophopspholipid	4.96
Glycerophopspholipid	3.92
Glycerophopspholipid	3.57
Glycerophopspholipid	4.72
Glycerophopspholipid	4.23
Glycerophopspholipid	5.09
Glycerophopspholipid	4.59
Glycerophopspholipid	4.62
Glycerophopspholipid	4.84
Glycerophopspholipid	4.15
Glycerophopspholipid	3.89
Glycerophopspholipid	3.67
Glycerophopspholipid	3.96
Glycerophopspholipid	4.88
Glycerophopspholipid	4.78
Glycerophopspholipid	5.29
Glycerophopspholipid	3.56
Glycerophopspholipid	4.18
Glycerophopspholipid	4.9
Glycerophopspholipid	3.58
Glycerophopspholipid	4.05
Glycerophopspholipid	4.98
Glycerophopspholipid	4.55
Glycerophopspholipid	4.29
Glycerophopspholipid	5.45
Glycerophopspholipid	4.84
Glycerophopspholipid	4.3
Glycerophopspholipid	4.82
Glycerophopspholipid	5.02
Glycerophopspholipid	4.9
Glycerophopspholipid	5.39
Glycerophopspholipid	4.39
Glycerophopspholipid	4.41
Glycerophopspholipid	3.72
Glycerophopspholipid	5.0
Glycerophopspholipid	4.9
Glycerophopspholipid	5.39
Glycerophopspholipid	4.39
Glycerophopspholipid	4.41
Glycerophopspholipid	3.72
Glycerophopspholipid	5.0
Glycerophopspholipid	4.95
Glycerophopspholipid	4.95
Glycerophopspholipid	5.37
Glycerophopspholipid	4.43
Glycerophopspholipid	4.46
Glycerophopspholipid	5.33
Glycerophopspholipid	5.33
Glycerophopspholipid	5.37
Glycerophopspholipid	4.43
Glycerophopspholipid	4.46
Glycerophopspholipid	5.37
Glycerophopspholipid	4.43
Glycerophopspholipid	4.46
Glycerophopspholipid	5.31
Glycerophopspholipid	5.33
Glycerophopspholipid	4.43
Glycerophopspholipid	5.37
Glycerophopspholipid	4.46
Glycerophopspholipid	5.3
Glycerophopspholipid	4.43
Glycerophopspholipid	5.37
Glycerophopspholipid	4.46
Glycerophopspholipid	5.39
Glycerophopspholipid	4.7
Glycerophopspholipid	4.95
Glycerophopspholipid	3.89
Glycerophopspholipid	4.88
Glycerophopspholipid	4.41
Glycerophopspholipid	4.12
Glycerophopspholipid	5.34
Glycerophopspholipid	4.31
Glycerophopspholipid	4.3
Glycerophopspholipid	5.23
Glycerophopspholipid	3.41
Glycerophopspholipid	3.56
Glycerophopspholipid	4.85
Glycerophopspholipid	4.84
Glycerophopspholipid	5.44
Glycerophopspholipid	3.87
Glycerophopspholipid	4.8
Glycerophopspholipid	4.91
Glycerophopspholipid	5.25
Glycerophopspholipid	5.2
Glycerophopspholipid	4.31
Glycerophopspholipid	4.15
Glycerophopspholipid	4.11
Glycerophopspholipid	4.31
Glycerophopspholipid	4.51
Glycerophopspholipid	4.57
Glycerophopspholipid	4.57
Glycerophopspholipid	4.51
Glycerophopspholipid	4.51
Glycerophopspholipid	4.57
Glycerophopspholipid	4.57
Glycerophopspholipid	4.51
Glycerophopspholipid	5.28
Glycerophopspholipid	4.92
Glycerophopspholipid	4.3
Glycerophopspholipid	5.3
Glycerophopspholipid	5.35
Glycerophopspholipid	4.82
Glycerophopspholipid	4.82
Glycerophopspholipid	4.63
Glycerophopspholipid	4.68
Glycerophopspholipid	4.69
Glycerophopspholipid	4.63
Glycerophopspholipid	4.64
Glycerophopspholipid	4.74
Glycerophopspholipid	4.74
Glycerophopspholipid	4.64
Glycerophopspholipid	3.79
Glycerophopspholipid	4.71
Glycerophopspholipid	4.76
Glycerophopspholipid	4.78
Glycerophopspholipid	5.19
Glycerophopspholipid	4.8
Glycerophopspholipid	4.3
Glycerophopspholipid	4.67
Glycerophopspholipid	5.11
Glycerophopspholipid	5.18
Glycerophopspholipid	5.21
Glycerophopspholipid	4.45
Glycerophopspholipid	3.93
Glycerophopspholipid	3.98
Glycerophopspholipid	5.41
Glycerophopspholipid	4.65
Glycerophopspholipid	5.45
Glycerophopspholipid	4.09
Glycerophopspholipid	4.31
Glycerophopspholipid	4.97
Glycerophopspholipid	4.03
Glycerophopspholipid	4.65
Glycerophopspholipid	4.56
Glycerophopspholipid	4.3
Glycerophopspholipid	4.23
Glycerophopspholipid	4.04
Glycerophopspholipid	5.02
Glycerophopspholipid	4.07
Glycerophopspholipid	4.88
Glycerophopspholipid	4.12
Glycerophopspholipid	5.34
Glycerophopspholipid	4.12
Glycerophopspholipid	4.52
Glycerophopspholipid	5.03
Glycerophopspholipid	5.16
Glycerophopspholipid	5.02
Glycerophopspholipid	5.16
Glycerophopspholipid	5.12
Glycerophopspholipid	4.09
Glycerophopspholipid	5.45
Glycerophopspholipid	4.16
Glycerophopspholipid	3.82
Glycerophopspholipid	4.15
Glycerophopspholipid	4.32
Glycerophopspholipid	4.02
Glycerophopspholipid	4.36
Glycerophopspholipid	4.77
Glycerophopspholipid	4.74
Glycerophopspholipid	4.91
Glycerophopspholipid	4.64
Glycerophopspholipid	3.63
Glycerophopspholipid	4.61
Glycerophopspholipid	4.04
Glycerophopspholipid	5.15
Glycerophopspholipid	4.12
Glycerophopspholipid	5.26
Glycerophopspholipid	4.5
Glycerophopspholipid	4.61
Glycerophopspholipid	3.97
Glycerophopspholipid	4.7
Glycerophopspholipid	4.2
Glycerophopspholipid	4.67
Glycerophopspholipid	5.23
Glycerophopspholipid	4.39
Glycerophopspholipid	4.89
Glycerophopspholipid	4.12
Glycerophopspholipid	5.24
Glycerophopspholipid	3.73
Glycerophopspholipid	4.92
Glycerophopspholipid	4.43
Glycerophopspholipid	4.35
Glycerophopspholipid	4.1
Glycerophopspholipid	4.08
Glycerophopspholipid	3.76
Glycerophopspholipid	4.91
Glycerophopspholipid	4.61
Glycerophopspholipid	4.52
Glycerophopspholipid	4.93
Glycerophopspholipid	4.06
Glycerophopspholipid	4.82
Glycerophopspholipid	4.12
Glycerophopspholipid	4.5
Glycerophopspholipid	4.2
Glycerophopspholipid	5.18
Glycerophopspholipid	4.91
Glycerophopspholipid	4.33
Glycerophopspholipid	4.75
Glycerophopspholipid	5.46
Glycerophopspholipid	4.27
Glycerophopspholipid	4.55
Glycerophopspholipid	4.88
Glycerophopspholipid	4.71
Glycerophopspholipid	4.62
Glycerophopspholipid	5.05
Glycerophopspholipid	5.11
Glycerophopspholipid	4.47
Glycerophopspholipid	4.44
Glycerophopspholipid	5.08
Glycerophopspholipid	3.68
Glycerophopspholipid	4.95
Glycerophopspholipid	5.43
Glycerophopspholipid	4.09
Glycerophopspholipid	5.43
Glycerophopspholipid	4.09
Glycerophopspholipid	4.09
Glycerophopspholipid	5.43
Glycerophopspholipid	4.09
Glycerophopspholipid	5.43
Glycerophopspholipid	5.43
Glycerophopspholipid	4.09
Glycerophopspholipid	5.43
Glycerophopspholipid	4.09
Glycerophopspholipid	3.61
Glycerophopspholipid	5.38
Glycerophopspholipid	3.42
Glycerophopspholipid	4.44
Glycerophopspholipid	4.06
Glycerophopspholipid	4.09
Glycerophopspholipid	5.43
Glycerophopspholipid	5.43
Glycerophopspholipid	4.09
Glycerophopspholipid	5.43
Glycerophopspholipid	4.09
Glycerophopspholipid	3.81
Glycerophopspholipid	5.22
Glycerophopspholipid	3.78
Glycerophopspholipid	4.63
Glycerophopspholipid	4.63
Glycerophopspholipid	5.13
Glycerophopspholipid	4.67
Glycerophopspholipid	4.7
Glycerophopspholipid	4.66
Glycerophopspholipid	3.89
Glycerophopspholipid	5.5
Glycerophopspholipid	5.11
Glycerophopspholipid	5.33
Glycerophopspholipid	4.59
Glycerophopspholipid	5.1
Glycerophopspholipid	4.16
Glycerophopspholipid	5.39
Glycerophopspholipid	4.46
Glycerophopspholipid	4.98
Glycerophopspholipid	4.89
Glycerophopspholipid	4.31
Glycerophopspholipid	5.15
Glycerophopspholipid	5.25
Glycerophopspholipid	4.54
Glycerophopspholipid	5.06
Glycerophopspholipid	4.01
Glycerophopspholipid	5.21
Glycerophopspholipid	5.27
Glycerophopspholipid	4.66
Glycerophopspholipid	4.73
Glycerophopspholipid	4.72
Glycerophopspholipid	3.87
Glycerophopspholipid	5.42
Glycerophopspholipid	4.8
Glycerophopspholipid	5.3
Glycerophopspholipid	4.65
Glycerophopspholipid	4.81
Glycerophopspholipid	4.07
Glycerophopspholipid	5.24
Glycerophopspholipid	5.05
Glycerophopspholipid	4.54
Glycerophopspholipid	4.57
Glycerophopspholipid	3.35
Glycerophopspholipid	4.61
Glycerophopspholipid	5.11
Glycerophopspholipid	5.05
Glycerophopspholipid	4.54
Glycerophopspholipid	4.57
Glycerophopspholipid	3.35
Glycerophopspholipid	4.61
Glycerophopspholipid	5.11
Glycerophopspholipid	3.78
Glycerophopspholipid	3.97
Glycerophopspholipid	3.63
Glycerophopspholipid	4.64
Glycerophopspholipid	4.78
Glycerophopspholipid	5.07
Glycerophopspholipid	4.5
Glycerophopspholipid	3.97
Glycerophopspholipid	4.85
Glycerophopspholipid	3.87
Glycerophopspholipid	5.05
Glycerophopspholipid	4.8
Glycerophopspholipid	5.16
Glycerophopspholipid	4.08
Glycerophopspholipid	5.49
Glycerophopspholipid	4.17
Glycerophopspholipid	4.81
Glycerophopspholipid	5.48
Glycerophopspholipid	4.76
Glycerophopspholipid	5.39
Glycerophopspholipid	4.9
Glycerophopspholipid	3.89
Glycerophopspholipid	3.75
Glycerophopspholipid	4.08
Glycerophopspholipid	3.86
Glycerophopspholipid	3.93
Glycerophopspholipid	4.69
Glycerophopspholipid	5.07
Glycerophopspholipid	4.04
Glycerophopspholipid	4.69
Glycerophopspholipid	5.06
Glycerophopspholipid	5.27
Glycerophopspholipid	5.24
Glycerophopspholipid	5.32
Glycerophopspholipid	3.83
Glycerophopspholipid	4.51
Glycerophopspholipid	5.19
Glycerophopspholipid	4.52
Glycerophopspholipid	4.33
Glycerophopspholipid	5.18
Glycerophopspholipid	4.84
Glycerophopspholipid	5.39
Glycerophopspholipid	3.08
Glycerophopspholipid	4.51
Glycerophopspholipid	4.07
Glycerophopspholipid	4.49
Glycerophopspholipid	4.34
Glycerophopspholipid	4.43
Glycerophopspholipid	4.87
Glycerophopspholipid	4.06
Glycerophopspholipid	5.22
Glycerophopspholipid	4.02
Glycerophopspholipid	5.48
Glycerophopspholipid	5.12
Glycerophopspholipid	3.77
Glycerophopspholipid	3.74
Glycerophopspholipid	4.86
Glycerophopspholipid	5.2
Glycerophopspholipid	4.24
Glycerophopspholipid	4.84
Glycerophopspholipid	5.12
Glycerophopspholipid	4.36
Glycerophopspholipid	5.41
Glycerophopspholipid	4.62
Glycerophopspholipid	4.75
Glycerophopspholipid	5.38
Glycerophopspholipid	5.33
Glycerophopspholipid	4.41
Glycerophopspholipid	4.38
Glycerophopspholipid	5.0
Glycerophopspholipid	4.08
Glycerophopspholipid	5.22
Glycerophopspholipid	4.14
Glycerophopspholipid	5.26
Glycerophopspholipid	5.13
Glycerophopspholipid	4.96
Glycerophopspholipid	3.69
Glycerophopspholipid	5.49
Glycerophopspholipid	4.77
Glycerophopspholipid	4.49
Glycerophopspholipid	5.05
Glycerophopspholipid	4.01
Glycerophopspholipid	4.48
Glycerophopspholipid	4.93
Glycerophopspholipid	5.27
Glycerophopspholipid	4.29
Glycerophopspholipid	5.32
Glycerophopspholipid	3.8
Glycerophopspholipid	5.04
Glycerophopspholipid	4.41
Glycerophopspholipid	4.63
Glycerophopspholipid	4.81
Glycerophopspholipid	2.92
Glycerophopspholipid	5.17
Glycerophopspholipid	4.72
Glycerophopspholipid	4.38
Glycerophopspholipid	4.37
Glycerophopspholipid	4.8
Glycerophopspholipid	4.69
Glycerophopspholipid	5.4
Glycerophopspholipid	3.75
Glycerophopspholipid	5.15
Glycerophopspholipid	5.3
Glycerophopspholipid	3.98
Glycerophopspholipid	5.18
Glycerophopspholipid	4.8
Glycerophopspholipid	5.03
Glycerophopspholipid	4.51
Glycerophopspholipid	4.54
Glycerophopspholipid	4.99
Glycerophopspholipid	4.3
Glycerophopspholipid	5.33
Glycerophopspholipid	4.89
Glycerophopspholipid	4.22
Glycerophopspholipid	5.14
Glycerophopspholipid	4.32
Glycerophopspholipid	4.92
Glycerophopspholipid	4.07
Glycerophopspholipid	4.68
Glycerophopspholipid	4.47
Glycerophopspholipid	4.78
Glycerophopspholipid	5.26
Glycerophopspholipid	4.12
Glycerophopspholipid	4.22
Glycerophopspholipid	5.25
Glycerophopspholipid	4.52
Glycerophopspholipid	4.33
Glycerophopspholipid	5.06
Glycerophopspholipid	4.89
Glycerophopspholipid	4.69
Glycerophopspholipid	5.38
Glycerophopspholipid	3.51
Glycerophopspholipid	5.15
Glycerophopspholipid	5.23
Glycerophopspholipid	5.05
Glycerophopspholipid	5.33
Glycerophopspholipid	4.75
Glycerophopspholipid	4.45
Glycerophopspholipid	4.5
Glycerophopspholipid	4.58
Glycerophopspholipid	4.65
Glycerophopspholipid	4.97
Glycerophopspholipid	5.45
Glycerophopspholipid	4.83
Glycerophopspholipid	5.36
Glycerophopspholipid	4.25
Glycerophopspholipid	5.18
Glycerophopspholipid	4.62
Glycerophopspholipid	4.17
Glycerophopspholipid	5.33
Glycerophopspholipid	4.24
Glycerophopspholipid	4.62
Glycerophopspholipid	4.74
Glycerophopspholipid	3.82
Glycerophopspholipid	5.23
Glycerophopspholipid	5.26
Glycerophopspholipid	4.93
Glycerophopspholipid	4.9
Glycerophopspholipid	4.37
Glycerophopspholipid	5.2
Glycerophopspholipid	5.23
Glycerophopspholipid	5.23
Glycerophopspholipid	4.81
Glycerophopspholipid	4.91
Glycerophopspholipid	4.82
Glycerophopspholipid	5.2
Glycerophopspholipid	4.43
Glycerophopspholipid	4.66
Glycerophopspholipid	4.19
Glycerophopspholipid	4.25
Glycerophopspholipid	4.39
Glycerophopspholipid	4.88
Glycerophopspholipid	4.72
Glycerophopspholipid	5.46
Glycerophopspholipid	3.96
Glycerophopspholipid	4.55
Glycerophopspholipid	4.88
Glycerophopspholipid	5.25
Glycerophopspholipid	3.17
Glycerophopspholipid	5.29
Glycerophopspholipid	5.28
Glycerophopspholipid	4.88
Glycerophopspholipid	5.28
Glycerophopspholipid	4.7
Glycerophopspholipid	4.56
Glycerophopspholipid	4.13
Glycerophopspholipid	4.28
Glycerophopspholipid	4.07
Glycerophopspholipid	4.29
Glycerophopspholipid	5.45
Glycerophopspholipid	3.52
Glycerophopspholipid	4.54
Glycerophopspholipid	4.96
Glycerophopspholipid	5.2
Glycerophopspholipid	5.46
Glycerophopspholipid	4.64
Glycerophopspholipid	4.88
Glycerophopspholipid	4.3
Glycerophopspholipid	5.01
Glycerophopspholipid	5.35
Glycerophopspholipid	4.46
Glycerophopspholipid	5.19
Glycerophopspholipid	4.45
Glycerophopspholipid	4.43
Glycerophopspholipid	5.08
Glycerophopspholipid	4.85
Glycerophopspholipid	4.29
Glycerophopspholipid	4.81
Glycerophopspholipid	5.23
Glycerophopspholipid	4.78
Glycerophopspholipid	5.23
Glycerophopspholipid	5.26
Glycerophopspholipid	4.31
Glycerophopspholipid	5.26
Glycerophopspholipid	3.47
Glycerophopspholipid	5.02
Glycerophopspholipid	5.03
Glycerophopspholipid	4.97
Glycerophopspholipid	5.31
Glycerophopspholipid	5.08
Glycerophopspholipid	4.63
Glycerophopspholipid	5.08
Glycerophopspholipid	4.78
Glycerophopspholipid	4.02
Glycerophopspholipid	5.35
Glycerophopspholipid	4.88
Glycerophopspholipid	4.55
Glycerophopspholipid	4.14
Glycerophopspholipid	3.81
Glycerophopspholipid	4.89
Glycerophopspholipid	4.67
Glycerophopspholipid	3.9
Glycerophopspholipid	4.76
Glycerophopspholipid	4.04
Glycerophopspholipid	4.83
Glycerophopspholipid	4.62
Glycerophopspholipid	5.35
Glycerophopspholipid	4.57
Glycerophopspholipid	4.86
Glycerophopspholipid	3.99
Glycerophopspholipid	4.6
Glycerophopspholipid	5.14
Glycerophopspholipid	4.43
Glycerophopspholipid	4.93
Glycerophopspholipid	4.18
Glycerophopspholipid	3.44
Glycerophopspholipid	4.2
Glycerophopspholipid	4.33
Glycerophopspholipid	5.21
Glycerophopspholipid	5.18
Glycerophopspholipid	4.54
Glycerophopspholipid	5.36
Glycerophopspholipid	5.02
Glycerophopspholipid	4.31
Glycerophopspholipid	4.63
Glycerophopspholipid	5.09
Glycerophopspholipid	5.38
Glycerophopspholipid	4.78
Glycerophopspholipid	4.28
Glycerophopspholipid	4.3
Glycerophopspholipid	3.71
Glycerophopspholipid	5.44
Glycerophopspholipid	4.1
Glycerophopspholipid	4.88
Glycerophopspholipid	5.13
Glycerophopspholipid	4.62
Glycerophopspholipid	5.2
Glycerophopspholipid	5.12
Glycerophopspholipid	4.78
Glycerophopspholipid	4.78
Glycerophopspholipid	5.29
Glycerophopspholipid	3.66
Glycerophopspholipid	5.13
Glycerophopspholipid	4.66
Glycerophopspholipid	5.25
Glycerophopspholipid	3.37
Glycerophopspholipid	4.47
Glycerophopspholipid	4.64
Glycerophopspholipid	4.73
Glycerophopspholipid	4.78
Glycerophopspholipid	5.04
Glycerophopspholipid	5.46
Glycerophopspholipid	5.29
Glycerophopspholipid	5.09
Glycerophopspholipid	5.01
Glycerophopspholipid	5.36
Glycerophopspholipid	3.98
Glycerophopspholipid	5.05
Glycerophopspholipid	3.63
Glycerophopspholipid	5.01
Glycerophopspholipid	5.34
Glycerophopspholipid	5.37
Glycerophopspholipid	3.52
Glycerophopspholipid	5.12
Glycerophopspholipid	4.97
Glycerophopspholipid	5.19
Glycerophopspholipid	5.13
Glycerophopspholipid	4.97
Glycerophopspholipid	4.69
Glycerophopspholipid	3.72
Glycerophopspholipid	4.36
Glycerophopspholipid	4.56
Glycerophopspholipid	5.34
Glycerophopspholipid	4.04
Glycerophopspholipid	4.61
Glycerophopspholipid	5.07
Glycerophopspholipid	4.74
Glycerophopspholipid	4.97
Glycerophopspholipid	4.7
Glycerophopspholipid	4.91
Glycerophopspholipid	4.96
Glycerophopspholipid	4.3
Glycerophopspholipid	5.2
Glycerophopspholipid	4.55
Glycerophopspholipid	4.84
Glycerophopspholipid	4.68
Glycerophopspholipid	4.29
Glycerophopspholipid	4.39
Glycerophopspholipid	4.84
Glycerophopspholipid	4.98
Glycerophopspholipid	4.54
Glycerophopspholipid	4.92
Glycerophopspholipid	5.39
Glycerophopspholipid	4.68
Glycerophopspholipid	4.8
Glycerophopspholipid	3.96
Glycerophopspholipid	4.87
Glycerophopspholipid	4.88
Glycerophopspholipid	5.16
Glycerophopspholipid	5.24
Glycerophopspholipid	5.16
Glycerophopspholipid	4.72
Glycerophopspholipid	5.12
Glycerophopspholipid	4.78
Glycerophopspholipid	4.73
Glycerophopspholipid	5.45
Glycerophopspholipid	3.09
Glycerophopspholipid	4.01
Glycerophopspholipid	4.16
Glycerophopspholipid	4.99
Glycerophopspholipid	4.27
Glycerophopspholipid	5.14
Glycerophopspholipid	4.48
Glycerophopspholipid	4.48
Glycerophopspholipid	4.4
Glycerophopspholipid	4.87
Glycerophopspholipid	5.0
Glycerophopspholipid	5.0
Glycerophopspholipid	4.57
Glycerophopspholipid	3.94
Glycerophopspholipid	4.92
Glycerophopspholipid	4.04
Glycerophopspholipid	5.24
Glycerophopspholipid	4.91
Glycerophopspholipid	4.32
Glycerophopspholipid	5.01
Glycerophopspholipid	3.65
Glycerophopspholipid	4.74
Glycerophopspholipid	4.64
Glycerophopspholipid	4.15
Glycerophopspholipid	4.34
Glycerophopspholipid	4.03
Glycerophopspholipid	5.23
Glycerophopspholipid	4.16
Glycerophopspholipid	5.28
Glycerophopspholipid	3.68
Glycerophopspholipid	5.01
Glycerophopspholipid	4.9
Glycerophopspholipid	5.33
Glycerophopspholipid	5.2
Glycerophopspholipid	3.86
Glycerophopspholipid	3.88
Glycerophopspholipid	4.32
Glycerophopspholipid	4.7
Glycerophopspholipid	4.39
Glycerophopspholipid	5.34
Glycerophopspholipid	4.98
Glycerophopspholipid	4.87
Glycerophopspholipid	5.25
Glycerophopspholipid	4.3
Glycerophopspholipid	3.0
Glycerophopspholipid	4.64
Glycerophopspholipid	4.14
Glycerophopspholipid	4.41
Glycerophopspholipid	5.33
Glycerophopspholipid	4.82
Glycerophopspholipid	4.32
Glycerophopspholipid	4.93
Glycerophopspholipid	5.39
Glycerophopspholipid	4.41
Glycerophopspholipid	3.68
Glycerophopspholipid	5.37
Glycerophopspholipid	5.21
Glycerophopspholipid	4.43
Glycerophopspholipid	3.7
Glycerophopspholipid	4.02
Glycerophopspholipid	4.34
Glycerophopspholipid	4.31
Glycerophopspholipid	5.25
Glycerophopspholipid	4.99
